,Date,Open,High,Low,Close,Volume,fast,slow,signal
56,1629061500000,46755.09,46755.1,46673.26,46741.8,985,46553.1244964923,46405.526326843,0
57,1629061800000,46741.43,46770.95,46677.9,46764.96,831.464,46579.6039344307,46428.7155960789,0
58,1629062100000,46764.97,46917.96,46764.97,46829.67,2920.098,46610.8621926269,46454.5836221383,0
59,1629062400000,46829.67,46831.32,46706.92,46787,1216.129,46632.8794185485,46476.0298400649,0
60,1629062700000,46786.99,46787,46710.47,46712.07,665.752,46642.77824123,46491.2582374801,0
61,1629063000000,46712.08,46755.89,46702.4,46751.34,517.861,46656.3484610762,46508.0377060297,0
62,1629063300000,46752.73,46765,46465,46689.41,2420.847,46660.4811534417,46519.7391443504,0
63,1629063600000,46689.41,46856.55,46689.41,46849.98,1153.114,46684.1685092615,46541.0450060052,0
64,1629063900000,46849.98,47000,46846.95,46916.88,2338.387,46713.2574456038,46565.2924249726,0
65,1629064200000,46916.89,46979.91,46842.18,46890.7,1233.631,46735.4377649033,46586.2864620712,0
66,1629064500000,46890.71,46894.28,46808.98,46855.07,849.912,46750.3917942904,46603.6273354859,0
67,1629064800000,46855.07,47119,46844.6,47115.37,2460.138,46796.0140700041,46636.642991261,0
68,1629065100000,47115.37,47180,47006.07,47030.31,3219.107,46825.3010612536,46662.0408627926,0
69,1629065400000,47041.73,47112,47008.53,47014.71,870.364,46848.9771785969,46684.7937103544,0
70,1629065700000,47014.71,47190,47001.69,47182.42,1008.734,46890.6575312723,46716.898632267,0
71,1629066000000,47182.43,47194.87,47064,47091.43,1425.363,46915.7540898632,46741.0619463143,0
72,1629066300000,47091.43,47171.8,47091.43,47162.43,776.886,46946.5885786303,46768.2469820359,0
73,1629066600000,47162.43,47190,47077.03,47135.85,865.758,46970.2462563015,46791.9633057755,0
74,1629066900000,47135.85,47166.47,47101,47109.97,720.571,46987.7117242639,46812.4798666932,0
75,1629067200000,47109.97,47143.46,47066,47101.89,696.859,47001.9840087309,46831.1514881969,0
76,1629067500000,47101.87,47260,47101.87,47227.12,2119.792,47030.1260076395,46856.6978437971,0
77,1629067800000,47227.13,47266.44,47165.74,47182.28,1093.816,47049.1452566846,46877.7031441973,0
78,1629068100000,47182.29,47234.81,47175.22,47226.61,476.579,47071.328349599,46900.2132639265,0
79,1629068400000,47226.62,47328,47131.2,47135.01,2264.698,47079.2885558991,46915.3614404474,0
80,1629068700000,47135.01,47211.27,47116,47153.25,968.441,47088.5337364117,46930.7090894508,0
81,1629069000000,47153.25,47287,47153.25,47220.4,965.678,47105.0170193603,46949.3988256152,0
82,1629069300000,47218.43,47224.97,47018.38,47041.04,1578.668,47097.0198919402,46955.3111594465,0
83,1629069600000,47041.09,47160,47020.63,47060.01,1035.306,47092.3936554477,46962.0659233532,0
84,1629069900000,47060.03,47148.51,47060.02,47120,748.101,47095.8444485167,46972.2552186207,0
85,1629070200000,47120.01,47160,47045.69,47050.34,792.037,47090.1563924522,46977.2929464517,0
86,1629070500000,47050.34,47094.38,46909.67,46937.96,1863.536,47071.1318433956,46974.7553370032,0
87,1629070800000,46937.96,47027.57,46937.96,46973.47,1011.02,47058.9241129712,46974.6724120352,0
88,1629071100000,46975.63,47045.88,46966.34,46984.35,916.352,47049.6023488498,46975.2967725491,0
89,1629071400000,46984.35,47104.39,46981.98,47054.93,836.182,47050.2683052436,46980.4344001266,0
90,1629071700000,47054.93,47099,47003,47006.02,741.695,47044.7372670881,46982.0850839894,0
91,1629072000000,47006.02,47187.34,47002.08,47064.99,1808.905,47047.2688587021,46987.4337882481,0
92,1629072300000,47064.99,47189.75,47064.99,47136.52,1268.652,47058.4252513643,46997.0522535224,0
93,1629072600000,47136.51,47554,46769.91,47517,7790.156,47115.7470949438,47030.5972694242,0
94,1629072900000,47517,47749.99,47345.01,47728.85,11076.904,47192.3849580758,47075.6458326872,0
95,1629073200000,47728.85,47847.36,47584,47661.61,5134.285,47251.0380883163,47113.4499725138,0
96,1629073500000,47661.61,47662.17,47454,47550.88,3268.402,47288.5183272768,47141.6712646097,0
97,1629073800000,47550.87,47746.21,47540.16,47736.14,2956.024,47344.4710363672,47180.0240862478,0
98,1629074100000,47736.15,47840.86,47640,47701.57,3534.408,47389.1084068213,47213.6722097157,0
99,1629074400000,47701.56,47749.47,47651.67,47675.02,1030.347,47424.8473559686,47243.4365832824,0
100,1629074700000,47675.01,47765.26,47643.92,47709.29,1425.153,47460.4026864726,47273.4916424255,0
101,1629075000000,47709.29,47800,47642.82,47692.49,1225.416,47489.4136006635,47300.523794527,0
102,1629075300000,47692.49,47699.75,47562.79,47568.9,1467.089,47499.3494005806,47317.8383884285,0
103,1629075600000,47568.91,47688,47501,47570.16,2091.004,47508.200725508,47334.1172020783,0
104,1629075900000,47570.15,47655.77,47501,47504.03,1403.583,47507.6793848195,47345.0793180732,0
105,1629076200000,47504.04,47585.43,47504.04,47512.04,705.412,47508.224461717,47355.8509749717,0
106,1629076500000,47512.03,47584,47504.04,47514.97,586.82,47509.0676540024,47366.116718522,0
107,1629076800000,47516.21,47579.51,47501.19,47543.99,582.984,47513.4329472521,47377.5924141012,0
108,1629077100000,47543.65,47612.19,47541.09,47602.76,810.155,47524.5988288456,47392.1193551269,0
109,1629077400000,47602.77,47723.67,47600.32,47690,1087.596,47545.2739752399,47411.3374612478,0
110,1629077700000,47690,47705.85,47611.32,47629.77,721.047,47555.8359783349,47425.4298831027,0
111,1629078000000,47630.49,47640,47555.01,47574.19,683.003,47558.1302310431,47435.0273099993,0
112,1629078300000,47572.53,47625.46,47543.66,47556.53,455.301,47557.9302021627,47442.8661932252,0
113,1629078600000,47556.53,47628.97,47545.37,47596.51,534.041,47562.7526768923,47452.7786968881,0
114,1629078900000,47596.51,47699,47592.59,47671.66,627.963,47576.3660922808,47466.9000712824,0
115,1629079200000,47671.65,47745,47671.65,47705.05,955.279,47592.4515807457,47482.2645828126,0
116,1629079500000,47705.1,47802.05,47680,47730.91,2272.026,47609.7588831525,47498.3062226311,0
117,1629079800000,47730.9,47747.45,47670.86,47690,754.493,47619.7890227584,47510.6735631065,0
118,1629080100000,47690,47712.85,47652.75,47665.36,473.334,47625.4853949136,47520.6533332287,0
119,1629080400000,47665.99,47677.29,47588.53,47606.69,1483.114,47623.1359705494,47526.2040859236,0
120,1629080700000,47606.69,47648.82,47590,47618.01,633.186,47622.4952242307,47532.1270481221,0
121,1629081000000,47618.01,47668.88,47573,47585.64,482.293,47617.8883212019,47535.5794966303,0
122,1629081300000,47585.63,47646.24,47585.63,47615.1,346.998,47617.5397810517,47540.7098516864,0
123,1629081600000,47615.09,47720,47615,47713.01,637.424,47629.4735584202,47551.8259902873,0
124,1629081900000,47713.09,48047.52,47712.21,47871.02,7011.458,47659.6668636177,47572.4191522043,0
125,1629082200000,47871.01,47909.33,47806.6,47871.99,1399.051,47686.2072556655,47591.746303675,0
126,1629082500000,47871.99,48009.19,47866.45,48005.76,1634.898,47726.1513487073,47618.4568647282,0
127,1629082800000,48005.76,48074.23,47782.01,47794.99,2734.611,47734.7561801189,47629.8460992619,0
128,1629083100000,47794.98,47862.68,47751.44,47758.52,927.69,47737.726657604,47638.147641245,0
129,1629083400000,47758.52,47820,47662.99,47686.97,2535.521,47731.3820754035,47641.2974708421,0
130,1629083700000,47686.98,47746,47638.84,47691.3,1481.061,47726.3718159781,47644.5234404652,0
131,1629084000000,47691.31,47780,47676.15,47733.11,610.818,47727.2140889808,47650.2387023706,0
132,1629084300000,47733.1,47738.77,47655.23,47657.52,587.958,47718.5023278582,47650.708463508,0
133,1629084600000,47657.17,47717.21,47515.5,47517.69,1942.755,47693.4007868759,47642.1266271526,0
134,1629084900000,47516.99,47655,47410.3,47645.79,2754.325,47687.4494385165,47642.362973788,0
135,1629085200000,47645.8,47670,47519.45,47527.5,853.222,47667.4557587019,47634.95245935,0
136,1629085500000,47527.36,47620.01,47519.85,47528.03,1029.177,47650.0275388642,47628.0542361662,0
137,1629085800000,47528.01,47576.57,47350,47393.25,2113.104,47617.9303465061,47612.9055757683,0
138,1629086100000,47393.25,47476.76,47384.35,47391.88,1554.098,47589.6740531929,47598.6458612026,1
139,1629086400000,47391.89,47520,47384.35,47468.4,1513.115,47574.5147965438,47590.2429024154,0
140,1629086700000,47468.4,47531.89,47468.38,47528.63,819.383,47568.7791969758,47586.2678764531,0
141,1629087000000,47528.62,47548.07,47366,47422.72,1326.071,47550.5217973538,47575.7164005529,0
142,1629087300000,47422.73,47550,47415.6,47537.9,792.462,47548.9440726846,47573.2766327753,0
143,1629087600000,47537.91,47600,47455.64,47456.43,961.753,47537.379813599,47565.7381403382,0
144,1629087900000,47456.44,47522.92,47440.8,47450,678.703,47526.4573368991,47558.2711635422,0
145,1629088200000,47450,47487.07,47426.08,47455,578.87,47517.5251697868,47551.6085078298,0
146,1629088500000,47455,47533.04,47450.74,47515.17,457.072,47517.2307735634,47549.2576363569,0
147,1629088800000,47515.16,47535.89,47490.86,47503.28,390.903,47515.486926868,47546.2913372371,0
148,1629089100000,47503.29,47540,47470,47501.74,475.897,47513.7685610095,47543.4170574153,0
149,1629089400000,47501.73,47544,47501.73,47520.38,445.36,47514.5949908833,47541.9307956466,0
150,1629089700000,47520.38,47527.96,47422.34,47431.04,590.202,47504.1506170229,47534.7765507662,0
151,1629090000000,47429.9,47491.94,47427.46,47455.01,493.512,47498.008039895,47529.6303216845,0
152,1629090300000,47455,47630,47450.6,47564.79,1154.647,47506.3557849082,47531.8986880274,0
153,1629090600000,47567.09,47641.02,47517.81,47522.59,799.712,47508.3850617946,47531.2981275095,0
154,1629090900000,47522.84,47533.9,47476.72,47500,433.689,47507.3369290703,47529.2788934766,0
155,1629091200000,47500.01,47550,47480,47498.98,562.248,47506.2923129365,47527.3241261556,0
156,1629091500000,47498.99,47554.84,47497.38,47535.77,386.083,47509.9770238194,47527.8690212423,0
157,1629091800000,47535.76,47540.39,47479.72,47500,528.721,47508.729895842,47526.0710198718,0
158,1629092100000,47500.01,47515,47460,47466.98,369.232,47503.5111588618,47522.2586960091,0
159,1629092400000,47466.98,47540,47456,47537.3,426.057,47507.7347640041,47523.2291027182,0
160,1629092700000,47537.3,47551.92,47440,47465.56,725.733,47502.4629185035,47519.5085154461,0
161,1629093000000,47465.56,47540.45,47465.55,47512.94,340.373,47503.7725536906,47519.084740256,0
162,1629093300000,47512.94,47650.32,47511.49,47636.56,991.844,47520.3709844793,47526.6637892717,0
163,1629093600000,47635.68,47759.74,47540,47541.65,1881.353,47523.0308614194,47527.6306415768,0
164,1629093900000,47541.64,47558.23,47471.48,47479.06,983.416,47517.534503742,47524.4970517977,0
165,1629094200000,47479.06,47550,47460,47467.58,723.771,47511.2901907742,47520.8249839397,0
166,1629094500000,47469.95,47470.18,47206.71,47261.1,3430.982,47480.0164169274,47504.068533363,0
167,1629094800000,47261.09,47320,47240.62,47283.54,1280.31,47455.4568648115,47489.8408860492,0
168,1629095100000,47283.53,47320,47228.53,47230.01,862.622,47427.2760067101,47473.0776030783,0
169,1629095400000,47230.15,47369.3,47228.53,47369.3,1114.05,47420.0290058713,47466.3822738475,0
170,1629095700000,47369.3,47380,47335.08,47357.65,611.928,47412.2316301374,47459.3672884379,0
171,1629096000000,47357.65,47413.8,47344.59,47380.43,571.948,47408.2564263702,47454.2745601516,0
172,1629096300000,47380.44,47449,47375.84,47440.15,845.579,47412.2431230739,47453.3632982064,0
173,1629096600000,47440.15,47470.76,47388.75,47406.31,618.646,47411.5014826897,47450.3276015479,0
174,1629096900000,47408.6,47408.61,47284.98,47358.01,795.265,47404.8150473535,47444.3716272545,0
175,1629097200000,47358.02,47440,47328.94,47414.29,837.522,47405.9994164343,47442.430877109,0
176,1629097500000,47414.29,47433,47339.18,47374.27,526.815,47402.03323938,47438.0334011665,0
177,1629097800000,47374.27,47421.86,47358,47378.88,523.082,47399.1390844575,47434.2170527041,0
178,1629098100000,47378.88,47380.58,47320,47329.98,532.836,47390.4941989003,47427.4920815619,0
179,1629098400000,47329.98,47390.98,47327.18,47377.98,325.227,47388.9299240378,47424.2977537192,0
180,1629098700000,47377.98,47500,47372.17,47478.53,975.061,47400.1299335331,47427.796608318,0
181,1629099000000,47478.53,47533.28,47425.01,47450.8,1023.002,47406.4636918414,47429.2806981039,0
182,1629099300000,47450.79,47482.49,47422.69,47447.99,479.037,47411.6544803613,47430.4877498392,0
183,1629099600000,47447.99,47485,47430.09,47449.97,256.948,47416.4439203161,47431.7446692044,0
184,1629099900000,47449.97,47456.1,47389.44,47399.99,388.8,47414.3871802766,47429.6959808686,0
185,1629100200000,47399.99,47419.3,47331.84,47388.47,766.012,47411.147532742,47427.0362401674,0
186,1629100500000,47388.46,47393.86,47321.75,47335.09,493.213,47401.6403411493,47421.1042246728,0
187,1629100800000,47335.09,47431.12,47280.31,47416.22,1296.394,47403.4627985056,47420.7891134035,0
188,1629101100000,47416.22,47451.41,47110,47158.71,3501.033,47372.8686986924,47403.8807835065,0
189,1629101400000,47158.7,47275.18,47158.7,47190.94,1617.424,47350.1276113558,47390.1426684416,0
190,1629101700000,47191.27,47245.83,47039.49,47081.21,2258.842,47316.5129099364,47370.2115285421,0
191,1629102000000,47081.21,47149.75,47020,47137.47,2131.461,47294.1325461943,47355.1959460556,0
192,1629102300000,47137.47,47227.72,47125,47223.88,1244.282,47285.35097792,47346.7239495358,0
193,1629102600000,47223.87,47288.1,47201.8,47251,947.072,47281.05710568,47340.5482108561,0
194,1629102900000,47251,47286,47172,47197.68,721.157,47270.63496747,47331.3309069299,0
195,1629103200000,47197.67,47274.07,47197.67,47233.29,466.115,47265.9668465363,47325.005687128,0
196,1629103500000,47233.29,47262.25,47203.18,47234.11,604.151,47261.9847407192,47319.1414492488,0
197,1629103800000,47234.1,47293,47191.93,47193.03,835.238,47253.3653981293,47311.0052267166,0
198,1629104100000,47193.04,47231.75,47149,47164.23,768.266,47242.2234733632,47301.535857251,0
199,1629104400000,47164.23,47208.41,47152.95,47174.41,470.968,47233.7467891928,47293.3341890413,0
200,1629104700000,47174.42,47237.19,47091.47,47230.76,1119.316,47233.3734405437,47289.297144587,0
201,1629105000000,47230.76,47244.83,47202.92,47237.63,405.493,47233.9055104757,47285.9637804201,0
202,1629105300000,47237.62,47253.04,47159.52,47182,687.259,47227.4173216662,47279.2564397478,0
203,1629105600000,47182,47182,47104.26,47164.88,628.969,47219.600156458,47271.8773146028,0
204,1629105900000,47165.4,47165.81,47080,47118.17,738.875,47206.9213869007,47261.9607136607,0
205,1629106200000,47118.16,47226,47095,47195.01,922.368,47205.4324635381,47257.6413127793,0
206,1629106500000,47195,47215.96,47138.48,47148.29,624.973,47198.2896555959,47250.5863893742,0
207,1629106800000,47148.29,47180,47082.31,47128.27,519.519,47189.5371986464,47242.6950094146,0
208,1629107100000,47128.27,47161.52,47060,47103.59,597.32,47178.7937988156,47233.7204926782,0
209,1629107400000,47103.59,47200,47100.12,47181.79,961.831,47179.1683239636,47230.3701383118,0
210,1629107700000,47181.8,47216,47161.54,47200.03,559.608,47181.7760334682,47228.4127100336,0
211,1629108000000,47200.02,47588.88,47200,47467.64,4624.939,47217.5090292847,47243.8467287412,0
212,1629108300000,47467.65,47500,47363.3,47421.49,1913.422,47243.0066506241,47255.3075849514,0
213,1629108600000,47421.49,47427.79,47350,47398.05,941.955,47262.3870692961,47264.5167730191,0
214,1629108900000,47398.05,47400,47325.87,47400,996.427,47279.5886856341,47273.2576263727,2
215,1629109200000,47400,47413.54,47359.04,47392.29,927.944,47293.6763499298,47280.9371343486,0
216,1629109500000,47392.28,47392.29,47271,47302.2,1183.11,47294.7418061886,47282.3089321326,0
217,1629109800000,47302.2,47364,47293.69,47363.99,716.976,47303.397830415,47287.5786784466,0
218,1629110100000,47364,47407.95,47316.17,47399.13,640.936,47315.3643516131,47294.7755379017,0
219,1629110400000,47399.13,47399.13,47355.4,47384.15,463.143,47323.9625576615,47300.5416322306,0
220,1629110700000,47384.16,47431.3,47350,47420.91,712.353,47336.0809879538,47308.307333377,0
221,1629111000000,47420.81,47518.74,47400,47434.4,1159.581,47348.3708644596,47316.4423441269,0
222,1629111300000,47435.84,47464.32,47380,47454.35,853.397,47361.6182564021,47325.3396122477,0
223,1629111600000,47454.35,47509.44,47390,47419.71,812.89,47368.8797243519,47331.4280243608,0
224,1629111900000,47419.7,47465.37,47410,47429.98,686.636,47376.5172588079,47337.7862163375,0
225,1629112200000,47429.99,47655.53,47410,47591.13,2268.272,47403.3438514569,47354.1309765738,0
226,1629112500000,47591.14,47690,47533.53,47552.66,2191.207,47422.0083700248,47366.9393006658,0
227,1629112800000,47552.67,47628.15,47508.85,47616.49,887.349,47446.3185737717,47383.0393457841,0
228,1629113100000,47618.02,47678.08,47517.11,47547.64,1555.528,47458.9837520502,47393.6587428303,0
229,1629113400000,47547.64,47578.4,47490.61,47499.97,1195.347,47464.1070330439,47400.5175336155,0
230,1629113700000,47499.96,47540.91,47490.3,47510.76,856.928,47469.9386539135,47407.6299508016,0
231,1629114000000,47510.76,47515,47466.52,47490,539.864,47472.4463221743,47412.9441475241,0
232,1629114300000,47490,47533.88,47461.67,47475.98,720.57,47472.8880319025,47417.010976716,0
233,1629114600000,47475.98,47514.36,47450,47489.56,582.358,47474.9720279147,47421.6915588634,0
234,1629114900000,47489.56,47554.12,47489.55,47541.9,585.02,47483.3380244253,47429.4469421625,0
235,1629115200000,47541.91,47579.99,47333.26,47361.06,2332.629,47468.0532713722,47425.0348813778,0
236,1629115500000,47361.06,47430.41,47224,47422.9,2368.37,47462.4091124507,47424.8971470954,0
237,1629115800000,47422.9,47750,47348.24,47365.98,5241.847,47450.3554733943,47421.0960408312,0
238,1629116100000,47365.98,47384,47250.31,47338.87,3758.549,47436.41978922,47415.7911349711,0
239,1629116400000,47338.88,47459.89,47330,47433.11,1252.494,47436.0060655675,47416.908481102,0
240,1629116700000,47433.12,47436.81,47340.7,47355.64,663.124,47425.9603073716,47412.9556758696,0
241,1629117000000,47356.54,47437,47325.01,47396.45,1090.472,47422.2715189501,47411.8907935555,0
242,1629117300000,47396.46,47414.59,47300,47343.43,633.523,47412.4163290814,47407.4739681648,0
243,1629117600000,47343.42,47346.22,47280,47289.21,767.754,47397.0155379462,47399.8440347348,1
244,1629117900000,47289.96,47313.99,47169.54,47256.03,2198.17,47379.3923457029,47390.5657099132,0
245,1629118200000,47254.57,47328.82,47238.72,47310.51,633.95,47370.7820524901,47385.4008254027,0
246,1629118500000,47310.5,47344.33,47270.02,47336.41,640.9,47366.4855459288,47382.2401269896,0
247,1629118800000,47336.41,47406.68,47300.93,47302.56,1090.948,47358.4948526877,47377.0994736354,0
248,1629119100000,47302.56,47343.69,47228.56,47283.61,1138.773,47349.1342461017,47371.0678946912,0
249,1629119400000,47283.6,47306.8,47235,47276,746.252,47339.992465339,47364.9344821305,0
250,1629119700000,47276,47276,47201,47219.17,690.613,47324.8896571716,47355.530321993,0
251,1629120000000,47219.16,47219.17,47067.3,47136.53,2956.19,47301.3447000252,47341.4012689612,0
252,1629120300000,47135.45,47172.23,47108,47116.23,972.798,47278.205362522,47326.8740903186,0
253,1629120600000,47116.22,47206.25,47035.78,47078.12,2264.432,47253.1946922068,47310.8254393303,0
254,1629120900000,47078.13,47078.13,46610,46709,11051.756,47185.1703556809,47271.9979916315,0
255,1629121200000,46709,46737.04,46560,46628.42,4830.926,47115.5765612208,47230.4768308811,0
256,1629121500000,46628.43,46726.32,46510,46537.51,4490.241,47043.3182410682,47185.7692934049,0
257,1629121800000,46537.51,46574.96,46331.92,46485.57,8046.794,46973.5997109347,47140.5951454433,0
258,1629122100000,46485.58,46560,46411.1,46465,3110.678,46910.0247470679,47097.0083618663,0
259,1629122400000,46464.99,46620,46400,46530.25,3754.165,46862.5529036844,47060.443306262,0
260,1629122700000,46530.25,46587.44,46250,46302.04,4330.094,46792.4887907238,47011.5140606968,0
261,1629123000000,46302.04,46446.83,46280,46429.41,2477.601,46747.1039418834,46973.9589600066,0
262,1629123300000,46429.4,46519.54,46337.91,46436,2044.496,46708.2159491479,46939.2519303288,0
263,1629123600000,46436.01,46439.01,46361.93,46391.05,1345.933,46668.5702055044,46903.884063856,0
264,1629123900000,46391.06,46440.49,46340,46435.35,1581.211,46639.4176798164,46873.6560597362,0
265,1629124200000,46435.34,46435.34,46312,46406.66,1437.743,46610.3229698393,46843.5272816887,0
266,1629124500000,46406.66,46407.16,46293.4,46385.75,1156.915,46582.2513486094,46813.9932635153,0
267,1629124800000,46385.75,46386.47,46189.99,46242.9,3083.26,46539.8324300332,46777.1485368369,0
268,1629125100000,46242.9,46400,46207.51,46399.82,2382.295,46522.3308762791,46752.8047602667,0
269,1629125400000,46399.82,46400,46270,46293.42,1305.626,46493.7170167442,46723.1670337979,0
270,1629125700000,46293.41,46314.87,46110,46138.77,3934.199,46449.3486396512,46685.4639993593,0
271,1629126000000,46138.76,46365.28,46073.96,46190.5,5005.546,46416.9925596948,46653.5308381104,0
272,1629126300000,46189.44,46290.23,46105.02,46122.02,2239.37,46380.1209897329,46619.2398162968,0
273,1629126600000,46122.01,46195.65,46036.01,46129.57,2364.595,46348.8021160163,46587.6482152454,0
274,1629126900000,46128.93,46263.76,46103.59,46245.88,1539.922,46335.9368515143,46565.5986529715,0
275,1629127200000,46245.89,46256.83,46140,46195.39,1212.732,46318.368495075,46541.7142237475,0
276,1629127500000,46195.39,46195.39,46100,46112.7,988.174,46292.6599331906,46514.0358867316,0
277,1629127800000,46112.72,46336.1,45922.39,46320.01,6779.523,46296.0786915418,46501.5180875876,0
278,1629128100000,46320.01,46349,46189.19,46335.81,1840.735,46301.0451050991,46490.8272432271,0
279,1629128400000,46336.1,46360,46261.27,46359.42,1669.356,46308.3419669617,46482.3493565673,0
280,1629128700000,46359.42,46371.92,46270,46344.1,1478.433,46312.8117210915,46473.4300432404,0
281,1629129000000,46344.19,46366.91,46307.01,46322.8,1461.84,46314.060255955,46463.7119759345,0
282,1629129300000,46322.8,46370.5,46290,46350.8,1297.108,46318.6527239607,46456.4273323258,0
283,1629129600000,46350.8,46426.58,46222,46423.7,2702.904,46331.7836334656,46454.3158915306,0
284,1629129900000,46423.13,46555,46360.28,46533.96,3127.238,46357.0556792824,46459.4542211093,0
285,1629130200000,46533.95,46533.96,46422,46491.01,1392.185,46373.7999693721,46461.4900778119,0
286,1629130500000,46491.01,46491.01,46410,46424.18,812.115,46380.0974732006,46459.0829760176,0
287,1629130800000,46424.18,46427.45,46300,46344.48,1520.473,46375.6452890505,46451.6892356294,0
288,1629131100000,46344.47,46344.47,46288.3,46306.34,1009.6,46366.9821279192,46442.3118655888,0
289,1629131400000,46306.01,46382.25,46260.59,46382.1,1074.032,46368.8718619293,46438.4272290992,0
290,1629131700000,46382.1,46415.49,46291.83,46352.15,751.357,46366.7816291881,46432.8609562541,0
291,1629132000000,46352.15,46405.34,46318.26,46377.54,561.603,46368.1264255396,46429.2918623022,0
292,1629132300000,46377.46,46485,46350,46428.97,1019.949,46375.7318723472,46429.2710969924,0
293,1629132600000,46428.97,46440.52,46380,46420.29,821.37,46381.3016383038,46428.69167138,0
294,1629132900000,46420.29,46458.35,46402.12,46453.15,410.06,46390.2826835158,46430.2696280651,0
295,1629133200000,46453.15,46453.15,46322.64,46366.99,1078.93,46387.3710980763,46426.1870714158,0
296,1629133500000,46366.99,46447.99,46366.99,46438.09,430.395,46393.7109608168,46426.9550022922,0
297,1629133800000,46438.09,46438.57,46330,46358.86,500.628,46389.3545907147,46422.5617763378,0
298,1629134100000,46358.85,46409.13,46334.23,46390.02,352.429,46389.4377668753,46420.4623068967,0
299,1629134400000,46390.01,46418.72,46302.36,46302.36,610.149,46378.5530460159,46412.8428032259,0
300,1629134700000,46302.36,46315.25,46180.56,46266,1732.879,46364.4839152639,46403.3690739855,0
301,1629135000000,46266.01,46380,46200,46358.09,1409.66,46363.684675856,46400.4478434058,0
302,1629135300000,46356.99,46372.5,46309,46322.89,684.383,46358.585341374,46395.4441115732,0
303,1629135600000,46322.9,46432.74,46320.26,46419.99,1130.406,46366.2609237022,46397.0277172782,0
304,1629135900000,46420,46550,46420,46525.86,1690.13,46386.2108082394,46405.3394774538,0
305,1629136200000,46525.85,46529.59,46420,46495.34,1144.281,46399.8519572095,46411.1459627793,0
306,1629136500000,46495.34,46539.39,46400.41,46484.81,1157.783,46410.4717125583,46415.8984813097,0
307,1629136800000,46482.87,46517.46,46382.52,46395.25,878.057,46408.5689984885,46414.5663212252,0
308,1629137100000,46395.25,46450,46379.61,46423.63,514.898,46410.4516236775,46415.1510746945,0
309,1629137400000,46423.62,46545.6,46383.3,46536.35,1205.259,46426.1889207178,46422.9703601981,2
310,1629137700000,46536.36,46694.41,46481.41,46658,2782.504,46455.1653056281,46438.133562766,0
311,1629138000000,46655.74,46655.75,46555,46639.75,1033.437,46478.2383924245,46451.1410748456,0
312,1629138300000,46639.74,46669.18,46536.25,46546.88,848.713,46486.8185933715,46457.3177796943,0
313,1629138600000,46546.88,46560.01,46509.64,46542.12,748.277,46493.7312692,46462.7888906817,0
314,1629138900000,46542.12,46542.12,46428.93,46474.85,984.201,46491.37111055,46463.5670267668,0
315,1629139200000,46472.55,46472.56,46380,46395.98,804.879,46479.4472217313,46459.206573427,0
